"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.571860313E1,9.810572863E-2,5.024927482E-2,9.808479309E0,9.809098638E0
1.572101006E1,1.100698411E-1,5.024927482E-2,9.791728973E0,9.792476533E0
1.572341703E1,9.810572863E-2,5.264209956E-2,9.758230209E0,9.758865341E0
1.572582401E1,1.004985496E-1,5.742774159E-2,9.772586823E0,9.773272282E0
1.572823099E1,1.004985496E-1,8.135596663E-2,9.786943436E0,9.787797534E0
1.573063797E1,9.092725813E-2,5.742774159E-2,9.796515465E0,9.797105744E0
1.573304495E1,9.092725813E-2,5.264209956E-2,9.810872078E0,9.811434650E0
1.573545193E1,9.092725813E-2,5.503492057E-2,9.830313683E0,9.830888246E0
1.573785891E1,1.052841991E-1,5.024927482E-2,9.849455833E0,9.850146698E0
1.574026589E1,9.571290761E-2,4.785645381E-2,9.861420631E0,9.862001220E0
1.574267287E1,1.004985496E-1,4.785645381E-2,9.863813400E0,9.864441444E0
1.574507985E1,1.052841991E-1,5.264209956E-2,9.859027863E0,9.859730541E0
1.574748683E1,9.810572863E-2,4.546362907E-2,9.854242325E0,9.854835538E0
1.574989381E1,1.004985496E-1,2.153540403E-2,9.837491989E0,9.838028886E0
1.575230078E1,8.614161611E-2,3.828516230E-2,9.815657616E0,9.816110256E0
1.575470776E1,9.092725813E-2,4.546362907E-2,9.784550667E0,9.785078766E0
1.575711474E1,9.332008660E-2,4.785645381E-2,9.786943436E0,9.787505335E0
1.575952167E1,1.028913707E-1,5.024927482E-2,9.808479309E0,9.809147668E0
1.576192865E1,9.810572863E-2,3.110669367E-2,9.798908234E0,9.799448706E0
1.576433563E1,9.332008660E-2,4.785645381E-2,9.786943436E0,9.787505335E0
1.576674261E1,8.614161611E-2,5.742774159E-2,9.791728973E0,9.792276273E0
1.576914959E1,9.571290761E-2,5.024927482E-2,9.820742607E0,9.821337552E0
1.577155657E1,9.332008660E-2,3.349951655E-2,9.835099220E0,9.835598992E0
1.577396354E1,1.076770201E-1,5.503492057E-2,9.832706451E0,9.833450022E0
1.577637052E1,1.004985496E-1,5.982056633E-2,9.866206169E0,9.866899342E0
1.577877750E1,1.004985496E-1,5.024927482E-2,9.878170013E0,9.878809025E0
1.578118448E1,1.076770201E-1,5.264209956E-2,9.847063065E0,9.847792470E0
1.578359146E1,9.810572863E-2,4.785645381E-2,9.820742607E0,9.821349211E0
1.578599844E1,8.135596663E-2,5.503492057E-2,9.815657616E0,9.816149044E0
1.578840542E1,8.853443712E-2,4.546362907E-2,9.810872078E0,9.811376877E0
1.579081240E1,7.896314561E-2,4.067798331E-2,9.818050385E0,9.818452181E0
1.579321938E1,9.810572863E-2,5.264209956E-2,9.803693771E0,9.804325958E0
1.579562636E1,1.124626622E-1,5.264209956E-2,9.786943436E0,9.787731139E0
1.579803334E1,1.100698411E-1,4.546362907E-2,9.763015747E0,9.763742048E0
1.580044026E1,1.076770201E-1,4.067798331E-2,9.758230209E0,9.758909051E0
1.580284724E1,9.332008660E-2,4.067798331E-2,9.789336205E0,9.789865508E0
1.580525422E1,1.124626622E-1,1.674975827E-2,9.810872078E0,9.811530937E0
1.580766120E1,1.196411327E-1,3.828516230E-2,9.832706451E0,9.833508830E0
1.581006818E1,1.196411327E-1,5.024927482E-2,9.818050385E0,9.818907900E0
1.581247516E1,1.196411327E-1,4.067798331E-2,9.803693771E0,9.804508160E0
1.581488214E1,1.316052526E-1,5.024927482E-2,9.791728973E0,9.792742273E0
1.581728912E1,1.387837082E-1,5.264209956E-2,9.803693771E0,9.804817371E0
1.581969610E1,1.316052526E-1,4.546362907E-2,9.806086540E0,9.807075003E0
1.582210308E1,1.459621787E-1,3.589234129E-2,9.794121742E0,9.795275081E0
1.582451006E1,1.339980662E-1,3.828516230E-2,9.784550667E0,9.785543060E0
1.582691703E1,1.339980662E-1,3.589234129E-2,9.784550667E0,9.785533991E0
1.582932401E1,1.435693651E-1,2.632104978E-2,9.794121742E0,9.795209322E0
1.583173099E1,1.220339537E-1,4.067798331E-2,9.801301003E0,9.802145088E0
1.583413797E1,1.220339537E-1,4.307080805E-2,9.779765129E0,9.780621318E0
1.583654495E1,1.268195957E-1,4.546362907E-2,9.782157898E0,9.783085571E0
1.583895188E1,1.316052526E-1,4.067798331E-2,9.779765129E0,9.780735178E0
1.584135886E1,1.339980662E-1,5.982056633E-2,9.770194054E0,9.771296016E0
1.584376584E1,1.268195957E-1,4.307080805E-2,9.791728973E0,9.792644923E0
1.584617282E1,1.435693651E-1,3.349951655E-2,9.823135376E0,9.824241599E0
1.584857979E1,1.316052526E-1,5.982056633E-2,9.830313683E0,9.831376584E0
1.585098677E1,1.244267747E-1,5.024927482E-2,9.810872078E0,9.811789742E0
1.585339375E1,1.316052526E-1,5.982056633E-2,9.784550667E0,9.785618539E0
1.585580073E1,1.244267747E-1,4.307080805E-2,9.782157898E0,9.783044018E0
1.585820771E1,1.172483116E-1,2.871387079E-2,9.801301003E0,9.802044327E0
1.586061469E1,1.100698411E-1,2.871387079E-2,9.794121742E0,9.794782313E0
1.586302167E1,1.220339537E-1,2.632104978E-2,9.784550667E0,9.785347047E0
1.586542865E1,1.172483116E-1,3.828516230E-2,9.755837440E0,9.756617092E0
1.586783563E1,1.220339537E-1,4.546362907E-2,9.736694336E0,9.737565189E0
1.587024261E1,1.220339537E-1,3.828516230E-2,9.736694336E0,9.737534320E0
1.587264959E1,1.244267747E-1,3.589234129E-2,9.767801285E0,9.768659694E0
1.587505657E1,1.076770201E-1,2.153540403E-2,9.779765129E0,9.780381592E0
1.587746354E1,1.172483116E-1,3.589234129E-2,9.789336205E0,9.790104124E0
1.587987052E1,1.124626622E-1,5.503492057E-2,9.779765129E0,9.780566582E0
1.588227745E1,1.076770201E-1,5.982056633E-2,9.791728973E0,9.792503721E0
1.588468443E1,1.028913707E-1,5.982056633E-2,9.818050385E0,9.818771740E0
1.588709141E1,9.332008660E-2,3.828516230E-2,9.815657616E0,9.816175876E0
1.588949839E1,1.004985496E-1,5.024927482E-2,9.794121742E0,9.794766238E0
1.589190537E1,1.148554832E-1,5.503492057E-2,9.774979591E0,9.775809257E0
1.589431235E1,1.316052526E-1,4.785645381E-2,9.774979591E0,9.775982620E0
1.589671933E1,1.124626622E-1,2.153540403E-2,9.782157898E0,9.782828056E0
1.589912631E1,1.028913707E-1,3.110669367E-2,9.791728973E0,9.792318957E0
1.590153328E1,1.076770201E-1,3.349951655E-2,9.796515465E0,9.797164478E0
1.590394026E1,1.028913707E-1,2.153540403E-2,9.770194054E0,9.770759554E0
1.590634724E1,9.092725813E-2,4.546362907E-2,9.755837440E0,9.756367094E0
1.590875422E1,8.135596663E-2,3.110669367E-2,9.779765129E0,9.780152984E0
1.591116120E1,8.374879509E-2,4.067798331E-2,9.765408516E0,9.765852346E0
1.591356818E1,1.052841991E-1,3.589234129E-2,9.758230209E0,9.758864168E0
1.591597516E1,1.004985496E-1,3.349951655E-2,9.777372360E0,9.777946228E0
1.591838214E1,1.100698411E-1,4.785645381E-2,9.789336205E0,9.790071958E0
1.592078912E1,1.100698411E-1,4.546362907E-2,9.813264847E0,9.813987429E0
1.592319610E1,9.810572863E-2,4.546362907E-2,9.794121742E0,9.794718596E0
1.592560302E1,1.004985496E-1,4.546362907E-2,9.801301003E0,9.801921661E0
1.592801000E1,9.810572863E-2,4.067798331E-2,9.794121742E0,9.794697552E0
1.593041698E1,1.004985496E-1,4.785645381E-2,9.801301003E0,9.801933051E0
1.593282396E1,1.004985496E-1,3.110669367E-2,9.798908234E0,9.799472953E0
1.593523094E1,1.052841991E-1,2.392822690E-2,9.794121742E0,9.794716842E0
1.593763792E1,8.853443712E-2,4.307080805E-2,9.770194054E0,9.770690113E0
1.594004490E1,1.100698411E-1,4.067798331E-2,9.777372360E0,9.778076515E0
1.594245188E1,9.571290761E-2,4.785645381E-2,9.782157898E0,9.782743191E0
1.594485886E1,1.052841991E-1,4.785645381E-2,9.772586823E0,9.773271111E0
1.594726584E1,9.810572863E-2,5.503492057E-2,9.774979591E0,9.775626813E0
1.594967282E1,9.332008660E-2,5.982056633E-2,9.794121742E0,9.794748993E0
1.595207979E1,8.614161611E-2,5.264209956E-2,9.796515465E0,9.797035614E0
1.595448677E1,9.571290761E-2,6.699903309E-2,9.801301003E0,9.801997305E0
1.595689375E1,9.571290761E-2,6.221338734E-2,9.818050385E0,9.818714010E0
1.595930073E1,1.172483116E-1,5.742774159E-2,9.839884758E0,9.840750843E0
1.596170771E1,1.028913707E-1,5.982056633E-2,9.844670296E0,9.845389701E0
1.596411469E1,8.853443712E-2,5.503492057E-2,9.844670296E0,9.845222213E0
1.596652167E1,9.571290761E-2,3.828516230E-2,9.810872078E0,9.811413641E0
1.596892860E1,8.135596663E-2,5.024927482E-2,9.801301003E0,9.801767449E0
1.597133558E1,8.135596663E-2,2.632104978E-2,9.808479309E0,9.808852020E0
1.597374256E1,1.076770201E-1,2.871387079E-2,9.789336205E0,9.789970488E0
1.597614953E1,1.076770201E-1,3.110669367E-2,9.774979591E0,9.775622127E0
1.597855651E1,1.052841991E-1,5.264209956E-2,9.765408516E0,9.766117931E0
1.598096349E1,1.148554832E-1,5.264209956E-2,9.760622978E0,9.761440667E0
1.598337047E1,1.124626622E-1,5.982056633E-2,9.760622978E0,9.761454158E0
1.598577745E1,1.339980662E-1,6.939185411E-2,9.808479309E0,9.809640007E0
1.598818443E1,1.052841991E-1,7.178468257E-2,9.825528145E0,9.826354417E0
1.599059141E1,1.268195957E-1,6.221338734E-2,9.847063065E0,9.848076194E0
1.599299839E1,1.316052526E-1,6.939185411E-2,9.856635094E0,9.857757886E0
1.599540537E1,1.148554832E-1,6.460621208E-2,9.832706451E0,9.833589472E0
1.599781235E1,1.244267747E-1,6.460621208E-2,9.839884758E0,9.840883499E0
1.600021933E1,1.220339537E-1,6.939185411E-2,9.827920914E0,9.828923491E0
1.600262630E1,1.124626622E-1,6.460621208E-2,9.823135376E0,9.823991573E0
1.600503328E1,1.220339537E-1,4.785645381E-2,9.813264847E0,9.814140282E0
1.600744026E1,1.124626622E-1,4.307080805E-2,9.815657616E0,9.816396354E0
1.600984719E1,1.100698411E-1,3.589234129E-2,9.820742607E0,9.821424998E0
1.601225417E1,1.196411327E-1,3.110669367E-2,9.801301003E0,9.802080543E0
1.601466115E1,1.172483116E-1,4.785645381E-2,9.774979591E0,9.775799886E0
1.601706813E1,1.196411327E-1,3.110669367E-2,9.777372360E0,9.778153808E0
1.601947511E1,1.268195957E-1,4.307080805E-2,9.798908234E0,9.799823512E0
1.602188209E1,1.004985496E-1,4.546362907E-2,9.818050385E0,9.818669984E0
1.602428906E1,1.268195957E-1,5.982056633E-2,9.825528145E0,9.826528636E0
1.602669604E1,1.339980662E-1,5.503492057E-2,9.820742607E0,9.821810916E0
1.602910302E1,1.196411327E-1,5.264209956E-2,9.827920914E0,9.828790092E0
1.603151000E1,1.196411327E-1,3.828516230E-2,9.837491989E0,9.838293978E0
1.603391698E1,1.292124242E-1,3.349951655E-2,9.825528145E0,9.826434826E0
1.603632396E1,1.196411327E-1,4.307080805E-2,9.810872078E0,9.811696083E0
1.603873094E1,1.220339537E-1,5.024927482E-2,9.808479309E0,9.809367137E0
1.604113792E1,1.339980662E-1,3.349951655E-2,9.796515465E0,9.797489115E0
1.604354490E1,1.148554832E-1,3.828516230E-2,9.794121742E0,9.794869996E0
1.604595188E1,1.220339537E-1,4.067798331E-2,9.806086540E0,9.806930214E0
1.604835886E1,1.124626622E-1,2.871387079E-2,9.777372360E0,9.778061291E0
1.605076584E1,1.028913707E-1,3.828516230E-2,9.748658180E0,9.749276317E0
1.605317276E1,1.004985496E-1,3.828516230E-2,9.755837440E0,9.756430181E0
1.605557974E1,9.810572863E-2,3.349951655E-2,9.789336205E0,9.789885100E0
1.605798672E1,1.028913707E-1,5.024927482E-2,9.813264847E0,9.813932880E0
1.606039370E1,9.810572863E-2,4.785645381E-2,9.806086540E0,9.806694051E0
1.606280068E1,1.292124242E-1,3.110669367E-2,9.798908234E0,9.799809490E0
1.606520766E1,1.316052526E-1,1.914258115E-2,9.818050385E0,9.818951051E0
1.606761464E1,1.196411327E-1,4.546362907E-2,9.832706451E0,9.833539399E0
1.607002162E1,1.244267747E-1,5.024927482E-2,9.825528145E0,9.826444440E0
1.607242860E1,1.292124242E-1,4.785645381E-2,9.806086540E0,9.807054569E0
1.607483558E1,1.196411327E-1,3.349951655E-2,9.798908234E0,9.799695852E0
1.607724256E1,1.220339537E-1,3.110669367E-2,9.801301003E0,9.802110041E0
1.607964953E1,1.124626622E-1,3.110669367E-2,9.791728973E0,9.792424203E0
1.608205651E1,1.052841991E-1,2.871387079E-2,9.767801285E0,9.768410883E0
1.608446349E1,1.220339537E-1,2.632104978E-2,9.731908798E0,9.732709486E0
1.608687047E1,1.292124242E-1,3.349951655E-2,9.731908798E0,9.732824201E0
1.608927745E1,1.100698411E-1,2.632104978E-2,9.770194054E0,9.770849503E0
1.609168443E1,1.292124242E-1,5.024927482E-2,9.789336205E0,9.790317879E0
1.609409136E1,1.244267747E-1,4.546362907E-2,9.753444672E0,9.754344259E0
1.609649834E1,1.316052526E-1,5.982056633E-2,9.758230209E0,9.759300962E0
1.609890532E1,1.268195957E-1,4.307080805E-2,9.765408516E0,9.766326934E0
1.610131229E1,1.172483116E-1,4.067798331E-2,9.803693771E0,9.804479253E0
1.610371927E1,1.100698411E-1,2.632104978E-2,9.832706451E0,9.833357734E0
1.610612625E1,1.028913707E-1,2.632104978E-2,9.825528145E0,9.826102114E0
1.610853323E1,1.220339537E-1,3.349951655E-2,9.798908234E0,9.799725357E0
1.611094021E1,1.172483116E-1,2.871387079E-2,9.763015747E0,9.763761987E0
1.611334719E1,1.220339537E-1,9.571290575E-3,9.774979591E0,9.775746003E0
1.611575417E1,9.810572863E-2,7.178467698E-3,9.765408516E0,9.765903939E0
1.611816115E1,8.374879509E-2,4.785645287E-3,9.722337723E0,9.722699602E0
1.612056813E1,9.810572863E-2,2.632104978E-2,9.712766647E0,9.713297765E0
1.612297511E1,9.571290761E-2,2.871387079E-2,9.758230209E0,9.758741838E0
1.612538209E1,9.810572863E-2,3.110669367E-2,9.796515465E0,9.797056069E0
1.612778906E1,1.052841991E-1,4.307080805E-2,9.796515465E0,9.797175874E0
1.613019604E1,9.810572863E-2,4.067798331E-2,9.796515465E0,9.797091134E0
1.613260302E1,1.004985496E-1,4.546362907E-2,9.755837440E0,9.756460991E0
1.613501000E1,1.076770201E-1,5.503492057E-2,9.760622978E0,9.761372040E0
1.613741693E1,1.124626622E-1,5.742774159E-2,9.789336205E0,9.790150618E0
1.613982391E1,8.374879509E-2,3.110669367E-2,9.823135376E0,9.823541627E0
1.614223089E1,9.571290761E-2,4.785645381E-2,9.827920914E0,9.828503482E0
1.614463787E1,1.220339537E-1,6.939185411E-2,9.825528145E0,9.826530967E0
1.614704485E1,1.124626622E-1,4.307080805E-2,9.789336205E0,9.790076929E0
1.614945183E1,9.092725813E-2,2.153540403E-2,9.751050949E0,9.751498662E0
1.615185880E1,7.417750359E-2,4.307080805E-2,9.755837440E0,9.756214510E0
1.615426578E1,7.417750359E-2,3.828516230E-2,9.779765129E0,9.780121371E0
1.615667276E1,7.896314561E-2,3.589234129E-2,9.770194054E0,9.770579066E0
1.615907974E1,9.332008660E-2,4.785645381E-2,9.798908234E0,9.799469447E0
1.616148672E1,9.092725813E-2,6.221338734E-2,9.861420631E0,9.862036055E0
1.616389370E1,8.374879509E-2,5.024927482E-2,9.854242325E0,9.854726310E0
1.616630068E1,9.332008660E-2,5.742774159E-2,9.794121742E0,9.794734672E0
1.616870766E1,5.503492057E-2,3.110669367E-2,9.851848602E0,9.852051429E0
1.617111464E1,5.742774159E-2,3.589234129E-2,9.885348320E0,9.885580287E0
1.617352162E1,1.124626622E-1,7.657032460E-2,9.909276962E0,9.910210935E0
1.617592860E1,1.172483116E-1,7.657032460E-2,9.949954987E0,9.950940378E0
1.617833558E1,1.196411327E-1,7.417750359E-2,9.969097137E0,9.970090974E0
1.618074250E1,1.220339537E-1,5.024927482E-2,9.926026344E0,9.926903659E0
1.618314948E1,1.339980662E-1,5.264209956E-2,9.914062500E0,9.915107762E0
1.618555646E1,9.571290761E-2,2.153540403E-2,9.937990189E0,9.938474416E0
1.618796344E1,9.332008660E-2,4.546362907E-2,9.827920914E0,9.828469111E0
1.619037042E1,1.196411327E-1,7.896314561E-2,9.686445236E0,9.687505896E0
1.619277740E1,8.374879509E-2,7.657032460E-2,9.667302132E0,9.667968110E0
1.619518438E1,7.657032460E-2,5.742774159E-2,9.796515465E0,9.796983016E0
1.619759136E1,7.657032460E-2,4.546362907E-2,9.842277527E0,9.842680370E0
1.619999834E1,9.810572863E-2,5.264209956E-2,9.856635094E0,9.857263885E0
1.620240532E1,9.332008660E-2,5.264209956E-2,9.878170013E0,9.878751067E0
1.620481229E1,1.124626622E-1,8.614161611E-2,9.926026344E0,9.927037182E0
1.620721927E1,1.387837082E-1,1.124626622E-1,9.985847473E0,9.987445045E0
1.620962625E1,1.387837082E-1,9.571290761E-2,9.995418549E0,9.996840193E0
1.621203323E1,1.459621787E-1,8.135596663E-2,9.926026344E0,9.927432837E0
1.621444021E1,1.292124242E-1,6.699903309E-2,9.866206169E0,9.867279711E0
1.621684719E1,1.363908947E-1,5.742774159E-2,9.866206169E0,9.867315977E0
1.621925417E1,9.332008660E-2,3.828516230E-2,9.825528145E0,9.826045884E0
1.622166115E1,1.244267747E-1,5.024927482E-2,9.765408516E0,9.766330452E0
1.622406813E1,1.292124242E-1,4.785645381E-2,9.803693771E0,9.804662037E0
1.622647511E1,1.052841991E-1,3.110669367E-2,9.870991707E0,9.871602183E0
1.622888203E1,1.363908947E-1,4.546362907E-2,9.798908234E0,9.799962857E0
1.623128901E1,1.339980662E-1,5.982056633E-2,9.755837440E0,9.756941024E0
1.623369599E1,1.172483116E-1,6.699903309E-2,9.806086540E0,9.807016329E0
1.623610297E1,1.052841991E-1,6.221338734E-2,9.782157898E0,9.782922284E0
1.623850995E1,1.316052526E-1,5.982056633E-2,9.755837440E0,9.756908455E0
1.624091693E1,1.292124242E-1,5.742774159E-2,9.825528145E0,9.826545533E0
1.624332391E1,1.028913707E-1,6.221338734E-2,9.942776680E0,9.943503671E0
1.624573089E1,1.196411327E-1,3.110669367E-2,9.971489906E0,9.972256143E0
1.624813787E1,1.507478207E-1,4.785645381E-2,9.976275444E0,9.977529097E0
1.625054485E1,1.507478207E-1,5.264209956E-2,9.969097137E0,9.970375812E0
1.625295183E1,1.363908947E-1,5.742774159E-2,9.947562218E0,9.948662950E0
1.625535880E1,1.244267747E-1,5.982056633E-2,9.911669731E0,9.912631204E0
1.625776578E1,1.316052526E-1,2.871387079E-2,9.810872078E0,9.811796745E0
1.626017276E1,1.148554832E-1,6.460621208E-2,9.777372360E0,9.778260378E0
1.626257974E1,1.148554832E-1,6.221338734E-2,9.774979591E0,9.775852306E0
1.626498672E1,1.148554832E-1,5.024927482E-2,9.801301003E0,9.802102739E0
1.626739370E1,1.124626622E-1,4.067798331E-2,9.810872078E0,9.811600964E0
1.626980068E1,1.196411327E-1,3.589234129E-2,9.880562782E0,9.881352294E0
1.627220766E1,9.810572863E-2,3.589234129E-2,9.894919395E0,9.895470824E0
1.627461464E1,1.028913707E-1,4.785645381E-2,9.847063065E0,9.847716886E0
1.627702157E1,1.124626622E-1,5.982056633E-2,9.842277527E0,9.843101811E0
1.627942854E1,1.339980662E-1,5.503492057E-2,9.878170013E0,9.879232113E0
1.628183552E1,1.292124242E-1,6.460621208E-2,9.933204651E0,9.934255103E0
1.628424250E1,1.148554832E-1,6.939185411E-2,9.954740524E0,9.955644927E0
1.628664948E1,1.124626622E-1,5.503492057E-2,9.966704369E0,9.967490791E0
1.628905646E1,1.004985496E-1,1.914258115E-2,9.942776680E0,9.943302998E0
1.629146344E1,1.076770201E-1,1.914258115E-2,9.914062500E0,9.914665705E0
1.629387042E1,1.172483116E-1,5.264209956E-2,9.926026344E0,9.926858382E0
1.629627740E1,9.571290761E-2,2.632104978E-2,9.971489906E0,9.971983991E0
1.629868438E1,9.571290761E-2,2.392822690E-2,9.937990189E0,9.938479889E0
1.630109136E1,1.028913707E-1,3.589234129E-2,9.849455833E0,9.850058635E0
1.630349834E1,1.004985496E-1,3.589234129E-2,9.782157898E0,9.782739972E0
1.630590532E1,9.810572863E-2,3.349951655E-2,9.782157898E0,9.782707196E0
1.630831229E1,9.571290761E-2,3.828516230E-2,9.859027863E0,9.859566781E0
1.631071927E1,9.092725813E-2,1.435693540E-2,9.921240807E0,9.921667855E0
1.631312625E1,1.100698411E-1,2.632104978E-2,9.947562218E0,9.948205981E0
1.631553323E1,1.172483116E-1,3.828516230E-2,9.990633011E0,9.991394341E0
1.631794021E1,1.220339537E-1,2.632104978E-2,1.002652550E1,1.002730266E1
1.632034719E1,1.292124242E-1,3.589234129E-2,1.004806042E1,1.004895528E1
1.632275417E1,1.268195957E-1,4.307080805E-2,1.005045319E1,1.005134556E1
1.632516110E1,1.148554832E-1,3.828516230E-2,1.002173901E1,1.002247027E1
1.632756808E1,1.220339537E-1,1.914258115E-2,9.966704369E0,9.967469824E0
1.632997506E1,1.292124242E-1,2.871387079E-2,9.949954987E0,9.950835371E0
1.633238203E1,1.172483116E-1,9.571290575E-3,9.933204651E0,9.933901218E0
1.633478901E1,1.148554832E-1,7.178467698E-3,9.921240807E0,9.921908206E0
1.633719599E1,1.172483116E-1,2.392822690E-2,9.875777245E0,9.876502210E0
1.633960297E1,1.052841991E-1,1.674975827E-2,9.849455833E0,9.850032768E0
1.634200995E1,1.100698411E-1,3.349951655E-2,9.866206169E0,9.866877001E0
1.634441693E1,1.148554832E-1,2.871387079E-2,9.894919395E0,9.895627626E0
1.634682391E1,1.148554832E-1,3.349951655E-2,9.914062500E0,9.914784378E0
1.634923089E1,1.100698411E-1,4.307080805E-2,9.909276962E0,9.909981856E0
1.635163787E1,1.076770201E-1,6.460621208E-2,9.921240807E0,9.922035449E0
1.635404485E1,1.196411327E-1,5.024927482E-2,9.928419113E0,9.929267097E0
1.635645183E1,1.268195957E-1,5.503492057E-2,9.981060982E0,9.982018352E0
1.635885880E1,1.076770201E-1,5.503492057E-2,9.988240242E0,9.988972235E0
1.636126578E1,1.220339537E-1,4.067798331E-2,9.995418549E0,9.996246243E0
1.636367276E1,9.810572863E-2,4.546362907E-2,9.973882675E0,9.974468773E0
1.636607974E1,1.100698411E-1,4.067798331E-2,9.918848038E0,9.919542150E0
1.636848672E1,1.148554832E-1,3.589234129E-2,9.914062500E0,9.914792751E0
1.637089365E1,1.100698411E-1,1.674975827E-2,9.933204651E0,9.933828595E0
1.637330068E1,1.124626622E-1,1.674975827E-2,9.957133293E0,9.957782475E0
1.637570761E1,1.100698411E-1,3.349951655E-2,9.911669731E0,9.912337487E0
1.637811459E1,1.124626622E-1,4.546362907E-2,9.873384476E0,9.874129622E0
1.638052157E1,1.100698411E-1,4.546362907E-2,9.878170013E0,9.878887849E0
1.638292854E1,1.196411327E-1,4.067798331E-2,9.940383911E0,9.941187102E0
1.638533552E1,1.244267747E-1,3.110669367E-2,9.969097137E0,9.969922135E0
1.638774250E1,1.268195957E-1,4.546362907E-2,9.983454704E0,9.984363674E0
1.639014948E1,1.292124242E-1,6.460621208E-2,9.997811317E0,9.998854982E0
1.639255646E1,1.220339537E-1,5.503492057E-2,9.993025780E0,9.993922421E0
1.639496344E1,1.196411327E-1,5.742774159E-2,9.995418549E0,9.996299511E0
1.639737042E1,1.220339537E-1,5.742774159E-2,9.990633011E0,9.991543334E0
1.639977740E1,1.172483116E-1,5.024927482E-2,9.988240242E0,9.989054775E0
1.640218438E1,1.148554832E-1,4.785645381E-2,9.961918831E0,9.962695861E0
1.640459136E1,9.810572863E-2,7.178468257E-2,9.937990189E0,9.938733660E0
1.640699834E1,1.028913707E-1,6.460621208E-2,9.940383911E0,9.941126339E0
1.640940532E1,9.092725813E-2,5.264209956E-2,9.983454704E0,9.984007552E0
1.641181229E1,1.028913707E-1,5.982056633E-2,1.002891827E1,1.002962446E1
1.641421927E1,9.332008660E-2,5.982056633E-2,1.006720352E1,1.006781376E1
1.641662625E1,1.052841991E-1,6.939185411E-2,1.007198906E1,1.007277835E1
1.641903323E1,1.076770201E-1,6.221338734E-2,1.010788059E1,1.010864555E1
1.642144021E1,1.148554832E-1,6.221338734E-2,1.015573788E1,1.015657787E1
1.642384714E1,1.124626622E-1,8.135596663E-2,1.015573788E1,1.015668639E1
1.642625412E1,1.100698411E-1,7.896314561E-2,1.010309505E1,1.010400318E1
1.642866110E1,1.052841991E-1,6.939185411E-2,1.004566765E1,1.004645900E1
1.643106808E1,1.172483116E-1,6.939185411E-2,1.002173901E1,1.002266507E1
1.643347506E1,9.810572863E-2,6.460621208E-2,1.004088211E1,1.004156921E1
1.643588203E1,1.100698411E-1,5.264209956E-2,1.005523872E1,1.005597894E1
1.643828901E1,1.004985496E-1,5.742774159E-2,1.006959629E1,1.007026153E1
1.644069599E1,1.052841991E-1,4.067798331E-2,1.006002426E1,1.006065741E1
1.644310297E1,1.100698411E-1,7.178468257E-2,1.005284595E1,1.005370480E1
1.644550995E1,1.124626622E-1,8.374879509E-2,1.007916737E1,1.008014268E1
1.644791693E1,1.124626622E-1,8.374879509E-2,1.011505985E1,1.011603171E1
1.645032391E1,1.052841991E-1,7.657032460E-2,1.011505985E1,1.011589757E1
1.645273089E1,1.316052526E-1,6.460621208E-2,1.009113121E1,1.009219614E1
1.645513787E1,1.292124242E-1,6.939185411E-2,1.008156013E1,1.008262693E1
1.645754485E1,1.076770201E-1,6.939185411E-2,1.009591675E1,1.009672940E1
1.645995183E1,1.292124242E-1,7.657032460E-2,1.010309505E1,1.010421143E1
1.646235880E1,1.076770201E-1,4.785645381E-2,1.014138031E1,1.014206484E1
1.646476578E1,1.148554832E-1,6.460621208E-2,1.015813065E1,1.015898538E1
1.646717276E1,1.076770201E-1,5.982056633E-2,1.012702370E1,1.012777280E1
1.646957969E1,1.124626622E-1,5.264209956E-2,1.007677460E1,1.007753965E1
1.647198667E1,1.076770201E-1,4.307080805E-2,1.005284595E1,1.005351487E1
1.647439370E1,1.220339537E-1,5.982056633E-2,1.006241703E1,1.006333480E1
1.647680063E1,1.459621787E-1,7.178468257E-2,1.011027431E1,1.011158270E1
1.647920761E1,1.339980662E-1,4.546362907E-2,1.015095139E1,1.015193757E1
1.648161459E1,1.220339537E-1,5.024927482E-2,1.013659477E1,1.013745386E1
1.648402157E1,1.076770201E-1,2.632104978E-2,1.010788059E1,1.010848837E1
1.648642854E1,1.172483116E-1,4.307080805E-2,1.007916737E1,1.007994132E1
1.648883552E1,1.100698411E-1,2.392822690E-2,1.008395290E1,1.008458200E1
1.649124250E1,1.172483116E-1,1.914258115E-2,1.008873844E1,1.008943789E1
1.649364948E1,1.148554832E-1,4.546362907E-2,1.009113121E1,1.009188723E1
1.649605646E1,1.220339537E-1,5.503492057E-2,1.006959629E1,1.007048611E1
1.649846344E1,1.196411327E-1,4.785645381E-2,1.003609657E1,1.003692376E1
1.650087042E1,1.244267747E-1,5.742774159E-2,1.002891827E1,1.002985451E1
1.650327740E1,1.244267747E-1,5.503492057E-2,1.006480980E1,1.006572934E1
1.650568438E1,1.172483116E-1,5.024927482E-2,1.009113121E1,1.009193744E1
1.650809136E1,1.172483116E-1,3.589234129E-2,1.013420200E1,1.013494379E1
1.651049834E1,1.076770201E-1,3.589234129E-2,1.012702370E1,1.012765973E1
1.651290532E1,1.220339537E-1,2.153540403E-2,1.008395290E1,1.008471429E1
