"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.618709222E0,1.124626622E-1,2.392822690E-2,9.748658180E0,9.749336220E0
3.621116201E0,1.244267747E-1,3.110669367E-2,9.760622978E0,9.761465595E0
3.623523180E0,1.076770201E-1,1.674975827E-2,9.784550667E0,9.785157467E0
3.625930159E0,1.052841991E-1,2.871387079E-2,9.798908234E0,9.799515897E0
3.628337190E0,1.100698411E-1,3.828516230E-2,9.818050385E0,9.818742001E0
3.630744169E0,1.244267747E-1,5.024927482E-2,9.823135376E0,9.824051895E0
3.633151149E0,1.028913707E-1,4.067798331E-2,9.832706451E0,9.833328912E0
3.635558128E0,1.220339537E-1,4.546362907E-2,9.851848602E0,9.852709278E0
3.637965107E0,1.028913707E-1,5.742774159E-2,9.866206169E0,9.866909787E0
3.640372086E0,1.172483116E-1,4.546362907E-2,9.861420631E0,9.862222416E0
3.642779117E0,1.244267747E-1,4.785645381E-2,9.856635094E0,9.857536590E0
3.645186097E0,1.124626622E-1,2.871387079E-2,9.806086540E0,9.806773454E0
3.647593076E0,1.220339537E-1,2.871387079E-2,9.820742607E0,9.821542757E0
3.650000055E0,1.028913707E-1,4.785645287E-3,9.823135376E0,9.823675389E0
3.652407034E0,1.052841991E-1,1.196411345E-2,9.813264847E0,9.813836908E0
3.654814013E0,1.052841991E-1,3.110669367E-2,9.803693771E0,9.804308438E0
3.657220992E0,1.052841991E-1,3.589234129E-2,9.801301003E0,9.801932175E0
3.659628024E0,1.196411327E-1,4.546362907E-2,9.810872078E0,9.811706879E0
3.662035003E0,1.196411327E-1,3.349951655E-2,9.837491989E0,9.838276519E0
3.664441982E0,1.220339537E-1,3.589234129E-2,9.875777245E0,9.876596414E0
3.666848961E0,1.148554832E-1,3.828516230E-2,9.887741089E0,9.888482258E0
3.669255940E0,1.148554832E-1,3.110669367E-2,9.882955551E0,9.883671880E0
3.671662972E0,1.100698411E-1,4.307080805E-2,9.870991707E0,9.871699334E0
3.674069951E0,1.124626622E-1,2.392822690E-2,9.875777245E0,9.876446557E0
3.676476930E0,1.292124242E-1,3.349951655E-2,9.885348320E0,9.886249515E0
3.678883909E0,1.268195957E-1,2.632104978E-2,9.880562782E0,9.881411686E0
3.681290888E0,1.244267747E-1,4.067798331E-2,9.873384476E0,9.874252262E0
3.683697867E0,1.100698411E-1,3.828516230E-2,9.856635094E0,9.857324003E0
3.686104847E0,1.052841991E-1,4.546362907E-2,9.842277527E0,9.842945627E0
3.688511878E0,1.124626622E-1,3.110669367E-2,9.820742607E0,9.821435783E0
3.690918857E0,1.004985496E-1,2.632104978E-2,9.803693771E0,9.804244199E0
3.693325836E0,1.076770201E-1,3.828516230E-2,9.813264847E0,9.813930255E0
3.695732815E0,1.004985496E-1,3.828516230E-2,9.823135376E0,9.823724056E0
3.698139794E0,1.124626622E-1,3.828516230E-2,9.823135376E0,9.823853736E0
3.700546826E0,1.172483116E-1,3.589234129E-2,9.818050385E0,9.818816058E0
3.702953805E0,1.244267747E-1,5.024927482E-2,9.839884758E0,9.840799717E0
3.705360784E0,1.196411327E-1,5.024927482E-2,9.868598938E0,9.869452061E0
3.707767763E0,1.196411327E-1,3.828516230E-2,9.875777245E0,9.876576124E0
3.710174742E0,1.052841991E-1,4.785645381E-2,9.861420631E0,9.862098756E0
3.712581722E0,1.004985496E-1,3.828516230E-2,9.825528145E0,9.826116681E0
3.714988701E0,1.124626622E-1,2.632104978E-2,9.820742607E0,9.821421791E0
3.717395680E0,1.220339537E-1,2.871387079E-2,9.827920914E0,9.828720479E0
3.719802711E0,1.196411327E-1,3.349951655E-2,9.815657616E0,9.816443890E0
3.722209690E0,1.100698411E-1,6.221338734E-2,9.789336205E0,9.790152665E0
3.724616669E0,9.810572863E-2,4.067798331E-2,9.774979591E0,9.775556529E0
3.727023649E0,1.028913707E-1,3.349951655E-2,9.763015747E0,9.763615382E0
3.729430628E0,1.220339537E-1,4.307080805E-2,9.753444672E0,9.754303171E0
3.731837607E0,1.196411327E-1,4.546362907E-2,9.774979591E0,9.775817457E0
3.734244638E0,1.148554832E-1,4.785645381E-2,9.803693771E0,9.804483341E0
3.736651617E0,1.100698411E-1,4.067798331E-2,9.813264847E0,9.813966427E0
3.739058597E0,1.052841991E-1,5.503492057E-2,9.810872078E0,9.811591335E0
3.741465576E0,1.052841991E-1,6.460621208E-2,9.808479309E0,9.809257112E0
3.743872555E0,1.172483116E-1,5.503492057E-2,9.818050385E0,9.818904693E0
3.746279534E0,1.148554832E-1,4.067798331E-2,9.820742607E0,9.821498452E0
3.748686565E0,1.196411327E-1,3.110669367E-2,9.825528145E0,9.826305763E0
3.751093544E0,1.100698411E-1,4.067798331E-2,9.806086540E0,9.806788634E0
3.753500524E0,1.196411327E-1,3.589234129E-2,9.765408516E0,9.766207337E0
3.755907503E0,1.268195957E-1,3.349951655E-2,9.770194054E0,9.771074520E0
3.758314482E0,1.148554832E-1,3.110669367E-2,9.760622978E0,9.761348284E0
3.760721461E0,9.810572863E-2,2.632104978E-2,9.753444672E0,9.753973575E0
3.763128440E0,1.004985496E-1,2.153540403E-2,9.743872643E0,9.744414698E0
3.765535472E0,1.076770201E-1,3.110669367E-2,9.739087105E0,9.739732009E0
3.767942451E0,1.100698411E-1,2.871387079E-2,9.743872643E0,9.744536620E0
3.770349430E0,1.052841991E-1,2.871387079E-2,9.758230209E0,9.758840406E0
3.772756409E0,1.220339537E-1,5.264209956E-2,9.767801285E0,9.768705411E0
3.775163388E0,1.100698411E-1,4.067798331E-2,9.794121742E0,9.794824693E0
3.777570367E0,1.268195957E-1,4.785645381E-2,9.810872078E0,9.811808415E0
3.779977399E0,1.220339537E-1,6.699903309E-2,9.813264847E0,9.814252295E0
3.782384378E0,1.148554832E-1,4.785645381E-2,9.808479309E0,9.809268494E0
3.784791357E0,1.196411327E-1,4.307080805E-2,9.789336205E0,9.790162022E0
3.787198336E0,1.220339537E-1,4.785645381E-2,9.777372360E0,9.778251009E0
3.789605315E0,1.268195957E-1,5.264209956E-2,9.777372360E0,9.778336498E0
3.792012294E0,1.172483116E-1,5.264209956E-2,9.767801285E0,9.768646800E0
3.794419326E0,1.076770201E-1,4.067798331E-2,9.755837440E0,9.756516448E0
3.796826305E0,1.076770201E-1,3.349951655E-2,9.731908798E0,9.732562120E0
3.799233284E0,1.076770201E-1,5.024927482E-2,9.715159416E0,9.715886054E0
3.801640263E0,1.148554832E-1,5.503492057E-2,9.743872643E0,9.744704957E0
3.804047242E0,1.292124242E-1,4.785645381E-2,9.760622978E0,9.761595516E0
3.806454222E0,1.028913707E-1,5.503492057E-2,9.779765129E0,9.780461209E0
3.808861201E0,1.124626622E-1,6.939185411E-2,9.772586823E0,9.773480254E0
3.811268232E0,1.148554832E-1,6.699903309E-2,9.774979591E0,9.775883933E0
3.813675211E0,1.124626622E-1,7.417750359E-2,9.801301003E0,9.802226864E0
3.816082190E0,1.124626622E-1,7.178468257E-2,9.820742607E0,9.821648856E0
3.818489169E0,1.052841991E-1,6.699903309E-2,9.827920914E0,9.828713198E0
3.820896149E0,1.316052526E-1,7.417750359E-2,9.801301003E0,9.802465179E0
3.823303128E0,1.339980662E-1,5.264209956E-2,9.796515465E0,9.797573267E0
3.825710159E0,1.363908947E-1,5.024927482E-2,9.794121742E0,9.795200262E0
3.828117138E0,1.411765367E-1,5.264209956E-2,9.782157898E0,9.783318207E0
3.830524117E0,1.124626622E-1,5.503492057E-2,9.767801285E0,9.768603720E0
3.832931097E0,1.196411327E-1,5.264209956E-2,9.743872643E0,9.744749318E0
3.835338076E0,1.124626622E-1,5.742774159E-2,9.755837440E0,9.756654650E0
3.837745055E0,1.196411327E-1,4.067798331E-2,9.746265411E0,9.747084598E0
3.840152034E0,1.076770201E-1,5.264209956E-2,9.777372360E0,9.778106964E0
3.842559065E0,1.052841991E-1,5.503492057E-2,9.777372360E0,9.778094082E0
3.844966044E0,1.172483116E-1,6.939185411E-2,9.808479309E0,9.809425506E0
3.847373024E0,1.148554832E-1,6.221338734E-2,9.825528145E0,9.826396370E0
3.849780003E0,1.220339537E-1,5.982056633E-2,9.818050385E0,9.818990994E0
3.852186982E0,1.124626622E-1,7.178468257E-2,9.820742607E0,9.821648856E0
3.854593961E0,1.004985496E-1,5.982056633E-2,9.835099220E0,9.835794586E0
3.857000940E0,1.172483116E-1,5.503492057E-2,9.842277527E0,9.843129732E0
3.859407972E0,1.052841991E-1,5.503492057E-2,9.839884758E0,9.840601895E0
3.861814951E0,1.172483116E-1,5.264209956E-2,9.818050385E0,9.818891572E0
3.864221930E0,1.268195957E-1,4.307080805E-2,9.796515465E0,9.797430967E0
3.866628909E0,1.052841991E-1,3.589234129E-2,9.789336205E0,9.789968148E0
3.869035888E0,1.028913707E-1,4.785645381E-2,9.791728973E0,9.792386490E0
3.871442867E0,1.124626622E-1,5.503492057E-2,9.791728973E0,9.792529448E0
3.873849899E0,1.172483116E-1,5.264209956E-2,9.782157898E0,9.783002172E0
3.876256878E0,1.220339537E-1,5.982056633E-2,9.784550667E0,9.785494496E0
3.878663857E0,1.220339537E-1,5.503492057E-2,9.815657616E0,9.816570458E0
3.881070836E0,1.172483116E-1,5.503492057E-2,9.837491989E0,9.838344609E0
3.883477815E0,1.100698411E-1,5.982056633E-2,9.837491989E0,9.838289613E0
3.885884794E0,1.028913707E-1,5.742774159E-2,9.861420631E0,9.862124591E0
3.888291826E0,1.196411327E-1,6.460621208E-2,9.873384476E0,9.874320684E0
3.890698805E0,1.076770201E-1,4.785645381E-2,9.868598938E0,9.869302386E0
3.893105784E0,9.332008660E-2,5.264209956E-2,9.861420631E0,9.862002672E0
3.895512763E0,1.076770201E-1,4.067798331E-2,9.863813400E0,9.864484976E0
3.897919742E0,1.004985496E-1,3.828516230E-2,9.859027863E0,9.859614399E0
3.900326722E0,1.196411327E-1,5.982056633E-2,9.827920914E0,9.828831161E0
3.902733701E0,1.148554832E-1,5.503492057E-2,9.825528145E0,9.826353543E0
3.905140732E0,1.148554832E-1,3.589234129E-2,9.825528145E0,9.826264975E0
3.907547711E0,9.810572863E-2,3.349951655E-2,9.820742607E0,9.821289748E0
3.909954690E0,1.148554832E-1,3.349951655E-2,9.810872078E0,9.811601548E0
3.912361669E0,1.244267747E-1,3.828516230E-2,9.789336205E0,9.790201791E0
3.914768649E0,1.220339537E-1,3.349951655E-2,9.823135376E0,9.823950484E0
3.917175628E0,1.148554832E-1,5.982056633E-2,9.866206169E0,9.867056018E0
3.919582607E0,1.292124242E-1,5.264209956E-2,9.880562782E0,9.881547851E0
3.921989638E0,1.196411327E-1,5.503492057E-2,9.894919395E0,9.895795708E0
3.924396617E0,1.076770201E-1,4.307080805E-2,9.859027863E0,9.859709926E0
3.926803597E0,1.052841991E-1,5.024927482E-2,9.849455833E0,9.850146698E0
3.929210576E0,1.148554832E-1,3.349951655E-2,9.847063065E0,9.847789853E0
3.931617555E0,1.076770201E-1,1.435693540E-2,9.868598938E0,9.869196799E0
3.934024534E0,1.124626622E-1,2.153540403E-2,9.866206169E0,9.866870618E0
3.936431513E0,1.244267747E-1,1.914258115E-2,9.832706451E0,9.833512324E0
3.938838544E0,1.100698411E-1,0.000000000E0,9.798908234E0,9.799526414E0
3.941245524E0,1.148554832E-1,7.178467698E-3,9.798908234E0,9.799583965E0
3.943652503E0,1.196411327E-1,4.546362907E-2,9.794121742E0,9.794957971E0
3.946059482E0,1.172483116E-1,4.546362907E-2,9.815657616E0,9.816463138E0
3.948466461E0,1.172483116E-1,5.264209956E-2,9.808479309E0,9.809321318E0
3.950873440E0,1.100698411E-1,5.024927482E-2,9.798908234E0,9.799655246E0
3.953280472E0,1.196411327E-1,5.742774159E-2,9.815657616E0,9.816554710E0
3.955687451E0,1.220339537E-1,5.503492057E-2,9.837491989E0,9.838402806E0
3.958094430E0,1.148554832E-1,4.785645381E-2,9.851848602E0,9.852634313E0
3.960501409E0,1.244267747E-1,5.024927482E-2,9.861420631E0,9.862333592E0
3.962908388E0,1.196411327E-1,5.503492057E-2,9.849455833E0,9.850336190E0
3.965315367E0,1.244267747E-1,5.503492057E-2,9.823135376E0,9.824077538E0
3.967722399E0,1.268195957E-1,4.307080805E-2,9.808479309E0,9.809393695E0
3.970129378E0,1.316052526E-1,2.153540403E-2,9.801301003E0,9.802208173E0
3.972536357E0,1.148554832E-1,1.435693540E-2,9.806086540E0,9.806769659E0
3.974943336E0,1.076770201E-1,3.589234129E-2,9.794121742E0,9.794779390E0
3.977350315E0,1.004985496E-1,2.392822690E-2,9.763015747E0,9.763562311E0
3.979757294E0,1.124626622E-1,3.589234129E-2,9.753444672E0,9.754159065E0
3.982164326E0,1.172483116E-1,3.828516230E-2,9.765408516E0,9.766187404E0
3.984571305E0,1.148554832E-1,4.546362907E-2,9.774979591E0,9.775760059E0
3.986978284E0,1.124626622E-1,3.828516230E-2,9.767801285E0,9.768523714E0
3.989385263E0,1.292124242E-1,6.699903309E-2,9.791728973E0,9.792810680E0
3.991792242E0,1.244267747E-1,5.982056633E-2,9.801301003E0,9.802273301E0
3.994199222E0,1.172483116E-1,4.307080805E-2,9.808479309E0,9.809274622E0
3.996606201E0,1.028913707E-1,4.785645381E-2,9.827920914E0,9.828576009E0
3.999013180E0,9.571290761E-2,3.828516230E-2,9.830313683E0,9.830854175E0
4.001420211E0,1.172483116E-1,5.264209956E-2,9.810872078E0,9.811713881E0
4.003827190E0,1.220339537E-1,3.828516230E-2,9.806086540E0,9.806920581E0
4.006234169E0,1.292124242E-1,2.871387079E-2,9.786943436E0,9.787838482E0
4.008641149E0,1.172483116E-1,3.349951655E-2,9.777372360E0,9.778132728E0
4.011048128E0,1.316052526E-1,3.110669367E-2,9.784550667E0,9.785485135E0
4.013455107E0,1.268195957E-1,3.110669367E-2,9.767801285E0,9.768674054E0
4.015862086E0,1.316052526E-1,2.871387079E-2,9.755837440E0,9.756767323E0
4.018269117E0,1.292124242E-1,9.571290575E-3,9.751050949E0,9.751911714E0
4.020676097E0,1.316052526E-1,2.632104978E-2,9.753444672E0,9.754368032E0
4.023083076E0,1.100698411E-1,4.067798331E-2,9.748658180E0,9.749364409E0
4.025490055E0,9.810572863E-2,5.503492057E-2,9.772586823E0,9.773234203E0
4.027897034E0,1.028913707E-1,6.221338734E-2,9.784550667E0,9.785289413E0
4.030304013E0,1.124626622E-1,8.853443712E-2,9.794121742E0,9.795167528E0
4.032710992E0,1.148554832E-1,5.982056633E-2,9.813264847E0,9.814119280E0
4.035118024E0,1.292124242E-1,4.067798331E-2,9.815657616E0,9.816592330E0
4.037525003E0,1.052841991E-1,3.349951655E-2,9.810872078E0,9.811494173E0
4.039931982E0,1.124626622E-1,3.349951655E-2,9.801301003E0,9.802003439E0
4.042338961E0,1.268195957E-1,3.589234129E-2,9.801301003E0,9.802187144E0
4.044745940E0,1.172483116E-1,2.871387079E-2,9.774979591E0,9.775724918E0
4.047152919E0,1.220339537E-1,4.546362907E-2,9.755837440E0,9.756706585E0
4.049559951E0,1.028913707E-1,5.742774159E-2,9.748658180E0,9.749370282E0
4.051966930E0,1.052841991E-1,3.828516230E-2,9.739087105E0,9.739731421E0
4.054373909E0,1.148554832E-1,3.828516230E-2,9.748658180E0,9.749409923E0
4.056780888E0,1.196411327E-1,5.982056633E-2,9.770194054E0,9.771109678E0
4.059187867E0,1.196411327E-1,3.349951655E-2,9.784550667E0,9.785339441E0
4.061594847E0,1.172483116E-1,4.307080805E-2,9.779765129E0,9.780562777E0
4.064001826E0,1.244267747E-1,5.264209956E-2,9.770194054E0,9.771128136E0
4.066408857E0,1.124626622E-1,6.221338734E-2,9.789336205E0,9.790179859E0
4.068815836E0,1.268195957E-1,6.939185411E-2,9.820742607E0,9.821806544E0
4.071222815E0,1.316052526E-1,6.939185411E-2,9.827920914E0,9.829046986E0
4.073629794E0,1.268195957E-1,5.264209956E-2,9.827920914E0,9.828880093E0
4.076036774E0,1.244267747E-1,5.742774159E-2,9.815657616E0,9.816614202E0
4.078443753E0,1.220339537E-1,6.460621208E-2,9.774979591E0,9.775954800E0
4.080850784E0,1.196411327E-1,6.221338734E-2,9.779765129E0,9.780694785E0
4.083257763E0,1.052841991E-1,5.503492057E-2,9.784550667E0,9.785271859E0
4.085664742E0,1.124626622E-1,2.392822690E-2,9.765408516E0,9.766085392E0
4.088071722E0,1.244267747E-1,1.435693540E-2,9.736694336E0,9.737499922E0
4.090478701E0,1.124626622E-1,1.674975827E-2,9.739087105E0,9.739750820E0
4.092885680E0,9.092725813E-2,4.067798331E-2,9.746265411E0,9.746774437E0
4.095292659E0,9.332008660E-2,5.024927482E-2,9.763015747E0,9.763591046E0
4.097699690E0,9.332008660E-2,5.024927482E-2,9.774979591E0,9.775554186E0
4.100106669E0,9.571290761E-2,5.264209956E-2,9.791728973E0,9.792338252E0
4.102513649E0,8.614161611E-2,4.785645381E-2,9.810872078E0,9.811366956E0
4.104920628E0,9.571290761E-2,5.024927482E-2,9.842277527E0,9.842871170E0
4.107327607E0,7.896314561E-2,4.546362907E-2,9.815657616E0,9.816080508E0
4.109734586E0,9.092725813E-2,4.785645381E-2,9.791728973E0,9.792268087E0
4.112141565E0,9.571290761E-2,6.221338734E-2,9.789336205E0,9.790001777E0
4.114548597E0,8.614161611E-2,6.460621208E-2,9.794121742E0,9.794713627E0
4.116955576E0,9.092725813E-2,5.503492057E-2,9.791728973E0,9.792305801E0
4.119362555E0,8.853443712E-2,4.067798331E-2,9.789336205E0,9.789821059E0
4.121769534E0,1.076770201E-1,4.067798331E-2,9.748658180E0,9.749337688E0
4.124176513E0,1.148554832E-1,3.349951655E-2,9.760622978E0,9.761356203E0
4.126583492E0,1.076770201E-1,2.632104978E-2,9.758230209E0,9.758859767E0
4.128990472E0,1.028913707E-1,3.589234129E-2,9.779765129E0,9.780372226E0
4.131397503E0,1.052841991E-1,4.067798331E-2,9.794121742E0,9.794772083E0
4.133804482E0,1.004985496E-1,6.699903309E-2,9.801301003E0,9.802045203E0
4.136211461E0,1.196411327E-1,4.307080805E-2,9.808479309E0,9.809303515E0
4.138618440E0,1.244267747E-1,5.264209956E-2,9.839884758E0,9.840812226E0
4.141025419E0,1.268195957E-1,5.503492057E-2,9.820742607E0,9.821715604E0
4.143432399E0,1.316052526E-1,6.699903309E-2,9.851848602E0,9.852955379E0
4.145839430E0,1.363908947E-1,6.221338734E-2,9.832706451E0,9.833849152E0
4.148246409E0,1.459621787E-1,5.982056633E-2,9.856635094E0,9.857897282E0
4.150653388E0,1.148554832E-1,2.632104978E-2,9.851848602E0,9.852553246E0
4.153060367E0,1.531406492E-1,3.828516230E-2,9.820742607E0,9.822011157E0
4.155467347E0,1.411765367E-1,4.307080805E-2,9.803693771E0,9.804804816E0
4.157874326E0,1.292124242E-1,2.871387079E-2,9.791728973E0,9.792623582E0
4.160281305E0,1.387837082E-1,4.785645381E-2,9.801301003E0,9.802400344E0
4.162688336E0,1.411765367E-1,5.024927482E-2,9.791728973E0,9.792875578E0
4.165095315E0,1.363908947E-1,5.024927482E-2,9.818050385E0,9.819126276E0
4.167502294E0,1.531406492E-1,5.503492057E-2,9.835099220E0,9.836445373E0
4.169909274E0,1.435693651E-1,6.460621208E-2,9.839884758E0,9.841144150E0
4.172316253E0,1.411765367E-1,5.982056633E-2,9.861420631E0,9.862612544E0
4.174723232E0,1.459621787E-1,5.264209956E-2,9.887741089E0,9.888958489E0
4.177130211E0,1.411765367E-1,5.024927482E-2,9.870991707E0,9.872129106E0
4.179537242E0,1.435693651E-1,5.503492057E-2,9.887741089E0,9.888936487E0
4.181944222E0,1.339980662E-1,5.264209956E-2,9.890133858E0,9.891181648E0
4.184351201E0,1.363908947E-1,4.546362907E-2,9.887741089E0,9.888786238E0
4.186758180E0,1.435693651E-1,3.589234129E-2,9.875777245E0,9.876885977E0
4.189165159E0,1.411765367E-1,2.392822690E-2,9.859027863E0,9.860067635E0
4.191572138E0,1.316052526E-1,4.546362907E-2,9.847063065E0,9.848047415E0
4.193979117E0,1.363908947E-1,4.546362907E-2,9.825528145E0,9.826579911E0
4.196386149E0,1.244267747E-1,1.914258115E-2,9.830313683E0,9.831119751E0
4.198793128E0,1.196411327E-1,1.435693540E-2,9.818050385E0,9.818789817E0
4.201200107E0,1.220339537E-1,3.110669367E-2,9.801301003E0,9.802110041E0
4.203607086E0,1.339980662E-1,4.307080805E-2,9.815657616E0,9.816666695E0
4.206014065E0,1.220339537E-1,5.982056633E-2,9.854242325E0,9.855179480E0
4.208421044E0,1.244267747E-1,5.024927482E-2,9.868598938E0,9.869511235E0
4.210828024E0,1.339980662E-1,5.982056633E-2,9.880562782E0,9.881652437E0
4.213235055E0,1.220339537E-1,3.589234129E-2,9.868598938E0,9.869418703E0
4.215642034E0,1.124626622E-1,4.546362907E-2,9.859027863E0,9.859774094E0
4.218049013E0,1.028913707E-1,4.067798331E-2,9.861420631E0,9.862041280E0
4.220455992E0,1.124626622E-1,3.589234129E-2,9.861420631E0,9.862127204E0
4.222862972E0,1.076770201E-1,1.435693540E-2,9.849455833E0,9.850054857E0
4.225269951E0,1.124626622E-1,7.178467698E-3,9.830313683E0,9.830959591E0
4.227676930E0,9.810572863E-2,7.178467698E-3,9.801301003E0,9.801794612E0
4.230083961E0,1.100698411E-1,1.674975827E-2,9.779765129E0,9.780398862E0
4.232490940E0,1.148554832E-1,2.871387079E-2,9.779765129E0,9.780481698E0
4.234897919E0,1.028913707E-1,4.067798331E-2,9.789336205E0,9.789961423E0
4.237304899E0,1.076770201E-1,3.589234129E-2,9.789336205E0,9.789994174E0
4.239711878E0,9.810572863E-2,3.349951655E-2,9.803693771E0,9.804241863E0
4.242118857E0,1.004985496E-1,5.024927482E-2,9.801301003E0,9.801945026E0
4.244525836E0,1.124626622E-1,4.546362907E-2,9.818050385E0,9.818799730E0
4.246932867E0,9.810572863E-2,6.699903309E-2,9.818050385E0,9.818769116E0
4.249339847E0,1.172483116E-1,7.178468257E-2,9.837491989E0,9.838452563E0
4.251746826E0,1.196411327E-1,3.589234129E-2,9.851848602E0,9.852640415E0
4.254153805E0,9.810572863E-2,4.307080805E-2,9.827920914E0,9.828504938E0
4.256560784E0,1.028913707E-1,4.067798331E-2,9.784550667E0,9.785176191E0
4.258967763E0,1.148554832E-1,3.110669367E-2,9.770194054E0,9.770918649E0
4.261374794E0,1.148554832E-1,3.349951655E-2,9.751050949E0,9.751784894E0
4.263781774E0,1.124626622E-1,5.503492057E-2,9.763015747E0,9.763818575E0
4.266188753E0,1.052841991E-1,5.982056633E-2,9.755837440E0,9.756588924E0
4.268595732E0,1.004985496E-1,7.657032460E-2,9.739087105E0,9.739906602E0
4.271002711E0,1.100698411E-1,5.742774159E-2,9.719944954E0,9.720737792E0
4.273409690E0,1.148554832E-1,5.264209956E-2,9.727123260E0,9.727943765E0
4.275816669E0,1.076770201E-1,5.503492057E-2,9.760622978E0,9.761372040E0
4.278223649E0,1.076770201E-1,5.503492057E-2,9.774979591E0,9.775727553E0
4.280630680E0,1.028913707E-1,5.982056633E-2,9.794121742E0,9.794844860E0
4.283037659E0,9.332008660E-2,6.939185411E-2,9.789336205E0,9.790026925E0
4.285444638E0,1.052841991E-1,7.896314561E-2,9.767801285E0,9.768687828E0
4.287851617E0,1.100698411E-1,7.417750359E-2,9.777372360E0,9.778273260E0
4.290258597E0,1.124626622E-1,7.178468257E-2,9.782157898E0,9.783067721E0
4.292665576E0,1.196411327E-1,7.178468257E-2,9.779765129E0,9.780760350E0
4.295072607E0,1.124626622E-1,6.221338734E-2,9.765408516E0,9.766254238E0
4.297479586E0,1.076770201E-1,5.503492057E-2,9.739087105E0,9.739837823E0
4.299886565E0,1.124626622E-1,4.067798331E-2,9.736694336E0,9.737428775E0
4.302293544E0,1.316052526E-1,3.110669367E-2,9.729516029E0,9.730455782E0
4.304700524E0,1.244267747E-1,3.589234129E-2,9.736694336E0,9.737555488E0
4.307107503E0,1.196411327E-1,6.939185411E-2,9.729516029E0,9.730499031E0
4.309514482E0,1.244267747E-1,7.417750359E-2,9.736694336E0,9.737771866E0
4.311921461E0,1.220339537E-1,5.503492057E-2,9.739087105E0,9.740007123E0
4.314328492E0,1.100698411E-1,6.939185411E-2,9.743872643E0,9.744741386E0
4.316735472E0,1.052841991E-1,6.939185411E-2,9.774979591E0,9.775792858E0
4.319142451E0,1.052841991E-1,5.982056633E-2,9.786943436E0,9.787692531E0
4.321549430E0,1.004985496E-1,7.178468257E-2,9.798908234E0,9.799686504E0
4.323956409E0,1.076770201E-1,5.982056633E-2,9.801301003E0,9.802074994E0
4.326363388E0,1.172483116E-1,4.546362907E-2,9.806086540E0,9.806892849E0
4.328770367E0,1.292124242E-1,5.503492057E-2,9.803693771E0,9.804699702E0
4.331177399E0,1.100698411E-1,5.503492057E-2,9.786943436E0,9.787717100E0
4.333584378E0,1.172483116E-1,3.349951655E-2,9.794121742E0,9.794880810E0
4.335991357E0,1.244267747E-1,1.435693540E-2,9.770194054E0,9.770996878E0
4.338398336E0,1.076770201E-1,2.871387079E-2,9.743872643E0,9.744509885E0
4.340805315E0,1.196411327E-1,4.307080805E-2,9.743872643E0,9.744702313E0
4.343212294E0,1.004985496E-1,3.589234129E-2,9.763015747E0,9.763598962E0
4.345619274E0,1.124626622E-1,5.024927482E-2,9.772586823E0,9.773363088E0
4.348026305E0,1.052841991E-1,5.503492057E-2,9.782157898E0,9.782879267E0
4.350433284E0,1.196411327E-1,5.982056633E-2,9.808479309E0,9.809391360E0
4.352840263E0,1.244267747E-1,5.264209956E-2,9.803693771E0,9.804624663E0
4.355247242E0,1.172483116E-1,5.024927482E-2,9.810872078E0,9.811701335E0
4.357654222E0,1.172483116E-1,5.503492057E-2,9.844670296E0,9.845522294E0
4.360061201E0,1.076770201E-1,5.024927482E-2,9.851848602E0,9.852565159E0
4.362468180E0,9.571290761E-2,3.349951655E-2,9.849455833E0,9.849977837E0
4.364875211E0,1.028913707E-1,4.785645381E-2,9.825528145E0,9.826183399E0
4.367282190E0,1.100698411E-1,4.785645381E-2,9.815657616E0,9.816391396E0
4.369689169E0,1.148554832E-1,4.785645381E-2,9.832706451E0,9.833493692E0
4.372096149E0,1.076770201E-1,2.392822690E-2,9.835099220E0,9.835717746E0
4.374503128E0,1.124626622E-1,3.589234129E-2,9.803693771E0,9.804404504E0
4.376910107E0,1.076770201E-1,3.110669367E-2,9.767801285E0,9.768444293E0
4.379317086E0,1.148554832E-1,3.589234129E-2,9.760622978E0,9.761364708E0
4.381724065E0,1.268195957E-1,5.024927482E-2,9.786943436E0,9.787894054E0
4.384131097E0,1.028913707E-1,4.546362907E-2,9.808479309E0,9.809124320E0
4.386538076E0,1.172483116E-1,4.307080805E-2,9.835099220E0,9.835892381E0
4.388945055E0,1.339980662E-1,4.067798331E-2,9.835099220E0,9.836096119E0
4.391352034E0,1.220339537E-1,4.785645381E-2,9.863813400E0,9.864684350E0
4.393759013E0,1.148554832E-1,4.067798331E-2,9.875777245E0,9.876528877E0
4.396165992E0,1.268195957E-1,4.546362907E-2,9.866206169E0,9.867125940E0
4.398572972E0,1.220339537E-1,5.982056633E-2,9.880562782E0,9.881497441E0
4.400980003E0,1.004985496E-1,4.785645381E-2,9.885348320E0,9.885974995E0
4.403386982E0,1.004985496E-1,2.871387079E-2,9.854242325E0,9.854796611E0
4.405793961E0,1.148554832E-1,3.589234129E-2,9.825528145E0,9.826264975E0
4.408200940E0,1.148554832E-1,2.153540403E-2,9.827920914E0,9.828615622E0
4.410607919E0,1.004985496E-1,1.914258115E-2,9.825528145E0,9.826060743E0
4.413014899E0,9.571290761E-2,1.914258115E-2,9.808479309E0,9.808964969E0
